3.414579391479492188e+01,4.618712997436523438e+01,4.935182189941406250e+01,5.629087066650390625e+01,6.176735305786132812e+01,4.929063796997070312e+01,4.864900588989257812e+01,4.599027252197265625e+01,5.102336120605468750e+01,7.000519561767578125e+01
3.351326751708984375e+01,5.484007644653320312e+01,5.771381759643554688e+01,7.857762908935546875e+01,8.877210998535156250e+01,5.806735229492187500e+01,6.044110107421875000e+01,5.695505905151367188e+01,6.520645141601562500e+01,1.020865554809570312e+02
2.667117500305175781e+01,4.219079589843750000e+01,4.173638534545898438e+01,5.372024536132812500e+01,6.077630996704101562e+01,4.680518341064453125e+01,4.975706481933593750e+01,4.375159072875976562e+01,4.804644012451171875e+01,7.313076782226562500e+01
2.680348014831542969e+01,3.715935516357421875e+01,3.985169219970703125e+01,4.945656967163085938e+01,5.159849166870117188e+01,4.099286270141601562e+01,4.009747314453125000e+01,3.907447433471679688e+01,4.342211532592773438e+01,5.787713623046875000e+01
2.567162132263183594e+01,3.425537490844726562e+01,3.669652557373046875e+01,4.257577896118164062e+01,4.655589294433593750e+01,3.761620712280273438e+01,4.002605438232421875e+01,3.554400253295898438e+01,3.689930343627929688e+01,5.357583618164062500e+01
3.943117523193359375e+01,5.056178665161132812e+01,5.483306503295898438e+01,6.867773437500000000e+01,7.240902709960937500e+01,5.490117263793945312e+01,5.817760086059570312e+01,5.293025207519531250e+01,5.862382888793945312e+01,9.361264801025390625e+01
2.145303726196289062e+01,3.412817382812500000e+01,3.481134033203125000e+01,4.511031341552734375e+01,4.950890350341796875e+01,3.921413040161132812e+01,3.911245727539062500e+01,3.564605331420898438e+01,3.819259262084960938e+01,5.765919494628906250e+01
2.510517311096191406e+01,4.163238143920898438e+01,4.188893127441406250e+01,5.642760467529296875e+01,6.162484741210937500e+01,4.407473754882812500e+01,4.736166381835937500e+01,4.641102600097656250e+01,4.946894073486328125e+01,6.396933746337890625e+01
3.615789413452148438e+01,5.256508255004882812e+01,5.537600326538085938e+01,6.369919204711914062e+01,6.903863525390625000e+01,5.336796951293945312e+01,5.421446609497070312e+01,5.410363769531250000e+01,6.099164199829101562e+01,7.973204803466796875e+01
4.334083175659179688e+01,5.679908370971679688e+01,6.186155319213867188e+01,7.247853088378906250e+01,7.692376708984375000e+01,6.177804565429687500e+01,5.874261474609375000e+01,5.770344924926757812e+01,6.404838562011718750e+01,8.474721527099609375e+01
4.342124557495117188e+01,4.217964172363281250e+01,3.881053161621093750e+01,4.872391128540039062e+01,5.201456451416015625e+01,4.448052978515625000e+01,4.530258178710937500e+01,4.149021530151367188e+01,4.422862625122070312e+01,6.280841064453125000e+01
4.271610260009765625e+01,2.651212501525878906e+01,2.437748146057128906e+01,3.744725418090820312e+01,3.833109664916992188e+01,3.097660064697265625e+01,2.888911247253417969e+01,3.169469451904296875e+01,3.241528320312500000e+01,4.439339828491210938e+01
2.524491691589355469e+01,1.700167083740234375e+01,1.334431171417236328e+01,2.232678222656250000e+01,2.297159767150878906e+01,1.682194900512695312e+01,1.786486434936523438e+01,1.756879997253417969e+01,1.861034202575683594e+01,2.428738594055175781e+01
4.252069473266601562e+01,3.127642440795898438e+01,4.636951828002929688e+01,4.929695129394531250e+01,5.317980957031250000e+01,3.636249160766601562e+01,3.783737182617187500e+01,3.852619171142578125e+01,4.246877288818359375e+01,6.252373123168945312e+01
7.451612854003906250e+01,7.463760375976562500e+01,7.229124450683593750e+01,1.095834960937500000e+02,1.108423461914062500e+02,7.849895477294921875e+01,8.093642425537109375e+01,8.326248168945312500e+01,9.354767608642578125e+01,1.238389053344726562e+02
4.904254913330078125e+01,3.388634490966796875e+01,2.958853721618652344e+01,4.113652038574218750e+01,4.499384689331054688e+01,3.550818252563476562e+01,3.742189788818359375e+01,3.528492736816406250e+01,3.793928909301757812e+01,5.197254562377929688e+01
5.054320144653320312e+01,4.605809783935546875e+01,4.159409332275390625e+01,5.982110977172851562e+01,6.361641693115234375e+01,4.729776000976562500e+01,5.032710647583007812e+01,5.145929336547851562e+01,5.061805343627929688e+01,7.645929718017578125e+01
5.374969863891601562e+01,5.090957641601562500e+01,4.943532562255859375e+01,6.272766113281250000e+01,6.642278289794921875e+01,5.486864089965820312e+01,5.442900848388671875e+01,5.457445144653320312e+01,5.556027221679687500e+01,6.978702545166015625e+01
6.624234008789062500e+01,5.096492004394531250e+01,4.563200759887695312e+01,7.199090576171875000e+01,7.326825714111328125e+01,5.366764068603515625e+01,5.426274108886718750e+01,5.616351699829101562e+01,6.258914566040039062e+01,8.474726104736328125e+01
4.074831008911132812e+01,2.827457046508789062e+01,2.298422622680664062e+01,3.864441299438476562e+01,3.956270980834960938e+01,2.983506774902343750e+01,3.044500541687011719e+01,3.087423896789550781e+01,3.283818054199218750e+01,4.385709381103515625e+01
4.793349075317382812e+01,3.307342529296875000e+01,5.169003677368164062e+01,5.779693984985351562e+01,5.849465560913085938e+01,3.861809921264648438e+01,3.966878890991210938e+01,4.501409530639648438e+01,4.745038604736328125e+01,6.697749328613281250e+01
7.339179992675781250e+01,4.618746185302734375e+01,8.156444549560546875e+01,8.069518280029296875e+01,8.184733581542968750e+01,5.549805068969726562e+01,5.298800659179687500e+01,6.508210754394531250e+01,6.919179534912109375e+01,8.992429351806640625e+01
1.269523620605468750e+02,7.994688415527343750e+01,1.390850677490234375e+02,1.332828674316406250e+02,1.400519866943359375e+02,9.732109832763671875e+01,9.313392639160156250e+01,1.152773742675781250e+02,1.142238540649414062e+02,1.710019531250000000e+02
6.493263244628906250e+01,6.127346801757812500e+01,7.445737457275390625e+01,9.132297515869140625e+01,1.014576339721679688e+02,7.072246551513671875e+01,7.226191711425781250e+01,6.992646789550781250e+01,7.173719024658203125e+01,1.282085418701171875e+02
4.252069473266601562e+01,3.127642440795898438e+01,4.636951828002929688e+01,4.929695129394531250e+01,5.317980957031250000e+01,3.636249160766601562e+01,3.783737182617187500e+01,3.852619171142578125e+01,4.246877288818359375e+01,6.252373123168945312e+01
4.327038574218750000e+01,3.042935943603515625e+01,6.664617156982421875e+01,4.414299774169921875e+01,4.685915756225585938e+01,3.508925247192382812e+01,3.301063919067382812e+01,3.769195175170898438e+01,3.864815521240234375e+01,5.194604492187500000e+01
6.682038879394531250e+01,6.937249755859375000e+01,7.579902648925781250e+01,8.348574829101562500e+01,9.401018524169921875e+01,7.094420623779296875e+01,7.091548919677734375e+01,6.909693145751953125e+01,7.646823120117187500e+01,1.062082672119140625e+02
7.589465332031250000e+01,4.436887359619140625e+01,9.119898986816406250e+01,6.888257598876953125e+01,7.334778594970703125e+01,5.271234512329101562e+01,5.098995971679687500e+01,5.841685867309570312e+01,5.919083404541015625e+01,8.310301971435546875e+01
4.933658218383789062e+01,3.676471328735351562e+01,5.699043273925781250e+01,6.504372406005859375e+01,6.736135864257812500e+01,4.108663940429687500e+01,4.411297225952148438e+01,5.098015594482421875e+01,5.398710250854492188e+01,7.541114807128906250e+01
6.465469360351562500e+01,4.953486633300781250e+01,7.175802612304687500e+01,8.417002868652343750e+01,9.113035583496093750e+01,5.706330490112304688e+01,5.850754165649414062e+01,6.753461456298828125e+01,7.216763305664062500e+01,9.619094085693359375e+01
3.187829780578613281e+01,3.492587280273437500e+01,3.759306335449218750e+01,3.706921386718750000e+01,3.802079010009765625e+01,3.227630233764648438e+01,2.892307472229003906e+01,3.120709419250488281e+01,3.185818862915039062e+01,4.265314102172851562e+01
2.479479026794433594e+01,2.287886238098144531e+01,2.666857337951660156e+01,2.232172203063964844e+01,2.317940902709960938e+01,1.730916404724121094e+01,1.399894905090332031e+01,1.849888229370117188e+01,1.904996109008789062e+01,2.569191169738769531e+01
2.635875511169433594e+01,2.662118339538574219e+01,2.863117218017578125e+01,2.745671081542968750e+01,2.688535118103027344e+01,2.007889556884765625e+01,1.550790214538574219e+01,2.066258621215820312e+01,2.209028244018554688e+01,2.983282661437988281e+01
3.452392196655273438e+01,3.488973617553710938e+01,3.727153778076171875e+01,3.846283721923828125e+01,3.761457061767578125e+01,2.837538719177246094e+01,2.206865119934082031e+01,3.092235755920410156e+01,3.191720581054687500e+01,4.259485626220703125e+01
2.868837547302246094e+01,2.764923858642578125e+01,3.045013618469238281e+01,3.613763427734375000e+01,3.513418197631835938e+01,2.748053550720214844e+01,2.382176017761230469e+01,2.926359367370605469e+01,3.030721282958984375e+01,3.806604766845703125e+01
7.975418090820312500e+01,8.142551422119140625e+01,1.028278427124023438e+02,8.967875671386718750e+01,9.747496032714843750e+01,6.725891113281250000e+01,5.335694885253906250e+01,7.860562896728515625e+01,7.900721740722656250e+01,1.149376220703125000e+02
3.927966690063476562e+01,4.137690353393554688e+01,5.121920776367187500e+01,4.770850372314453125e+01,5.390765380859375000e+01,3.854757308959960938e+01,3.422218322753906250e+01,3.890269851684570312e+01,3.927534103393554688e+01,6.124700546264648438e+01
6.066001129150390625e+01,6.266739273071289062e+01,7.848813629150390625e+01,7.562414550781250000e+01,8.163783264160156250e+01,5.885383605957031250e+01,5.016503143310546875e+01,6.082156753540039062e+01,6.265438842773437500e+01,1.036131286621093750e+02
7.873065185546875000e+01,7.759165954589843750e+01,1.088854675292968750e+02,7.475627899169921875e+01,8.370410919189453125e+01,5.810238647460937500e+01,4.687427902221679688e+01,6.544403076171875000e+01,6.556199645996093750e+01,9.735372924804687500e+01
4.691931915283203125e+01,5.065865325927734375e+01,6.425223541259765625e+01,5.510217285156250000e+01,6.005819702148437500e+01,4.170685958862304688e+01,3.339218902587890625e+01,4.544044876098632812e+01,4.346718597412109375e+01,7.177127075195312500e+01
4.218627548217773438e+01,4.356594467163085938e+01,5.386162185668945312e+01,5.548516464233398438e+01,6.220502853393554688e+01,4.856209182739257812e+01,4.823112106323242188e+01,4.890139007568359375e+01,4.971309661865234375e+01,6.884481811523437500e+01
6.556543731689453125e+01,6.560143280029296875e+01,6.526129150390625000e+01,7.867639160156250000e+01,7.700054931640625000e+01,4.668010330200195312e+01,7.112610626220703125e+01,5.735112380981445312e+01,6.257801818847656250e+01,8.806401824951171875e+01
1.822850799560546875e+01,1.814188194274902344e+01,1.791462707519531250e+01,1.790552139282226562e+01,1.852069282531738281e+01,1.619144821166992188e+01,1.973513221740722656e+01,1.644688796997070312e+01,1.689734840393066406e+01,1.957465362548828125e+01
2.097791290283203125e+01,2.028346824645996094e+01,2.100918197631835938e+01,2.359968185424804688e+01,2.254773521423339844e+01,1.913642120361328125e+01,2.135884666442871094e+01,2.058394241333007812e+01,2.177930068969726562e+01,2.635622215270996094e+01
5.765281295776367188e+01,5.890100479125976562e+01,6.229916381835937500e+01,6.887200164794921875e+01,6.515019989013671875e+01,4.265398025512695312e+01,6.433906555175781250e+01,5.127616500854492188e+01,5.611014175415039062e+01,7.766928863525390625e+01
1.971179962158203125e+02,1.966104278564453125e+02,2.154232788085937500e+02,2.198964996337890625e+02,2.302172698974609375e+02,1.433846435546875000e+02,2.171271667480468750e+02,1.762333831787109375e+02,1.852722778320312500e+02,2.396065521240234375e+02
1.066781539916992188e+02,1.065961380004882812e+02,1.159288787841796875e+02,1.290031280517578125e+02,1.290996704101562500e+02,9.007367706298828125e+01,1.149001922607421875e+02,1.076214828491210938e+02,1.170137481689453125e+02,1.474540252685546875e+02
